name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
"London,UK",2011-04-30,19.6,11.6,15.6,19.6,11.6,15.6,8.3,63.5,0,0,0,,0,0,44.6,28.5,60.3,1009,22.1,16.9,272.5,23.6,8,,2011-04-30T05:35:04,2011-04-30T20:21:33,0.91,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2011-05-01,18.3,12.1,14.8,18.3,12.1,14.8,5.1,53,0,0,0,,0,0,44.6,31.8,67,1009.7,55.2,28,261.4,22.4,8,,2011-05-01T05:33:10,2011-05-01T20:23:12,0.94,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2011-05-02,15.5,8.3,12.3,15.5,5.1,11.9,2.4,52.9,0,0,0,,0,0,57.6,31.8,66.6,1012,43.2,29.9,303.7,26.3,9,,2011-05-02T05:31:18,2011-05-02T20:24:50,0.97,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2011-05-03,14.3,7.1,10.4,14.3,4.5,9.2,0.7,54.9,0,0,0,,0,0,,25.2,72.4,1017.1,44.9,31.7,294.4,25.4,8,,2011-05-03T05:29:27,2011-05-03T20:26:27,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2011-05-04,16.6,4.6,10.9,16.6,3.5,10.3,3.2,60.8,0,0,0,,0,0,,18.3,97,1021.2,52.9,28.1,309.3,26.6,9,,2011-05-04T05:27:37,2011-05-04T20:28:05,0.04,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2011-05-05,19.5,8.8,13.4,19.5,6.9,12.8,5.5,61,0.497,100,4.17,rain,0,0,,22.1,138.3,1019.6,83.6,22.5,212.2,18.2,7,,2011-05-05T05:25:49,2011-05-05T20:29:42,0.08,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2011-05-06,24.5,10.8,17.6,24.5,10.8,17.6,6.6,50.2,0,0,0,,0,0,,21.8,150.9,1015.4,90,26.3,230.3,19.7,7,,2011-05-06T05:24:03,2011-05-06T20:31:18,0.11,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2011-05-07,23.3,14.3,18.6,23.3,14.3,18.6,12.3,68.5,1.015,100,12.5,rain,0,0,,20.5,144.6,1011.4,75.4,22.8,122.3,10.6,6,,2011-05-07T05:22:18,2011-05-07T20:32:54,0.15,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2011-05-08,19.8,14.8,17.1,19.8,14.8,17.1,11.3,70.9,3.521,100,12.5,rain,0,0,,28.8,195.1,1013.7,53.2,29.4,278.4,24.4,8,,2011-05-08T05:20:34,2011-05-08T20:34:30,0.18,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2011-05-09,20.3,11.6,16,20.3,11.6,16,8.3,62.5,0.001,100,4.17,rain,0,0,,26.9,192.3,1021.3,30.3,31.8,313.3,27.2,9,,2011-05-09T05:18:53,2011-05-09T20:36:05,0.22,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2011-05-10,21.5,10.8,16.1,21.5,10.8,16.1,7.6,60.6,0,0,0,,0,0,,20.8,218.9,1024.9,30.5,30.8,322.3,27.8,9,,2011-05-10T05:17:13,2011-05-10T20:37:39,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2011-05-11,17.5,9.6,14,17.5,8.1,13.9,8.7,72.2,0,0,0,,0,0,,16.3,241,1023.7,55.6,28.6,236.9,20.3,8,,2011-05-11T05:15:34,2011-05-11T20:39:13,0.29,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2011-05-12,17.8,8.6,13.9,17.8,7.2,13.6,6.1,61.2,0,0,0,,0,0,,27.2,266.9,1020.5,38.1,36.3,277,23.7,7,,2011-05-12T05:13:58,2011-05-12T20:40:46,0.32,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2011-05-13,18.3,7.3,13.8,18.3,7.3,13.8,6,61.7,0,0,0,,0,0,,19.4,237.3,1020.4,59.8,32.8,269.7,23.4,8,,2011-05-13T05:12:23,2011-05-13T20:42:18,0.36,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2011-05-14,17.5,7.8,12.9,17.5,6.3,12.5,4.6,59.1,0,0,0,,0,0,,25.3,292.7,1019.8,44.8,43.9,292,25.2,8,,2011-05-14T05:10:51,2011-05-14T20:43:50,0.39,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2011-05-15,15.6,9,12.6,15.6,6.8,12.1,5.3,62.6,0,0,0,,0,0,,22.6,285.7,1025.1,53.1,37.6,273.3,23.6,8,,2011-05-15T05:09:20,2011-05-15T20:45:20,0.43,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2011-05-16,19.6,11.5,15,19.6,11.5,15,8.8,67.7,0,0,0,,0,0,,27.7,258.4,1023.2,74.3,30.3,256.9,22.3,7,,2011-05-16T05:07:51,2011-05-16T20:46:50,0.46,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2011-05-17,18.1,11.1,14.5,18.1,11.1,14.5,9.6,72.8,0,0,0,,0,0,,24.9,246.3,1020.4,73.8,28,220,19.1,8,,2011-05-17T05:06:25,2011-05-17T20:48:19,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2011-05-18,20.1,13.1,15,20.1,13.1,15,12,82.9,2.292,100,8.33,rain,0,0,,22.6,232.2,1015.3,71.6,29.2,147.2,12.7,4,,2011-05-18T05:05:00,2011-05-18T20:49:46,0.53,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2011-05-19,20.3,7.6,14.1,20.3,7.6,14.1,6.7,64.9,0,0,0,,0,0,,12.8,268,1017.8,47.6,26,322.6,27.9,9,,2011-05-19T05:03:38,2011-05-19T20:51:13,0.56,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2011-05-20,18.3,11,14.8,18.3,11,14.8,6.3,57.7,0.298,100,4.17,rain,0,0,,21.6,255.3,1019.1,57.6,34.3,301.7,26,9,,2011-05-20T05:02:17,2011-05-20T20:52:38,0.6,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2011-05-21,21.1,8.8,15.6,21.1,8.8,15.6,7.9,63.3,0,0,0,,0,0,,22.2,210,1019.5,37.4,33.5,315.4,27.2,9,,2011-05-21T05:00:59,2011-05-21T20:54:03,0.63,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2011-05-22,18.5,11.1,14.8,18.5,11.1,14.8,6.6,60,1.496,100,8.33,rain,0,0,70.6,40,244.2,1016.1,50.4,31.2,305.8,26.5,8,,2011-05-22T04:59:44,2011-05-22T20:55:26,0.66,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2011-05-23,19.6,10.5,14.1,19.6,10.5,14.1,7.8,66.5,0.001,100,4.17,rain,0,0,70.6,41.3,226,1020.3,69.7,25.1,320.4,27.7,9,,2011-05-23T04:58:30,2011-05-23T20:56:47,0.69,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2011-05-24,19.1,8.3,13.7,19.1,6,13.1,3.5,53.1,0,0,0,,0,0,,26.6,263.3,1025.4,54.8,32.7,340.2,29.3,9,,2011-05-24T04:57:20,2011-05-24T20:58:07,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2011-05-25,20.5,7,14.7,20.5,7,14.7,3.8,51.6,0,0,0,,0,0,,23.5,190.9,1022.8,43.8,31.6,293.1,25.4,8,,2011-05-25T04:56:11,2011-05-25T20:59:26,0.76,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2011-05-26,16.3,11.6,13.4,16.3,11.6,13.4,8.4,72.3,14.966,100,8.33,rain,0,0,46.4,35.2,244.3,1008.2,59.3,32.6,239.9,20.6,7,,2011-05-26T04:55:05,2011-05-26T21:00:43,0.79,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2011-05-27,15.5,10.6,12.9,15.5,10.6,12.9,6.5,65.8,0.001,100,4.17,rain,0,0,,21.4,280.9,1017.1,69.9,40.2,283.7,24.4,8,,2011-05-27T04:54:02,2011-05-27T21:01:58,0.82,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2011-05-28,15.6,9.5,12.9,15.6,7.2,12.6,8.2,73.1,0,0,0,,0,0,,28.9,232.2,1014.9,70.1,34.5,100.9,8.9,3,,2011-05-28T04:53:01,2011-05-28T21:03:12,0.86,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2011-05-29,19.6,13.3,16,19.6,13.3,16,11.3,74.3,0.001,100,4.17,rain,0,0,,29.6,219.7,1012.2,62.5,36.9,228.4,19.6,6,,2011-05-29T04:52:03,2011-05-29T21:04:24,0.89,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2011-05-30,21.3,11.3,15,21.3,11.3,15,11.7,82.1,0.009,100,4.17,rain,0,0,,22.5,226.8,1011.1,80,18.3,293.1,25.3,8,,2011-05-30T04:51:07,2011-05-30T21:05:34,0.92,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2011-05-31,18.1,7.8,12.7,18.1,6,12.3,5.3,63.8,0.503,100,12.5,rain,0,0,,17.9,295.8,1019.3,40.3,38.1,272.7,23.6,7,,2011-05-31T04:50:14,2011-05-31T21:06:43,0.95,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"03769099999,03672099999,03781099999,remote,03772099999,03770099999"
"London,UK",2011-06-01,20.6,7.6,14.8,20.6,7.6,14.7,7.2,63.5,0,0,0,,0,0,,19.8,275,1030.2,50.6,32.4,315.7,27.4,9,,2011-06-01T04:49:24,2011-06-01T21:07:49,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2011-06-02,23.1,12.6,18.1,23.1,12.6,18.1,11.3,66.2,0,0,0,,0,0,,18.4,46.9,1033.3,61.8,20.7,327.6,28.3,9,,2011-06-02T04:48:37,2011-06-02T21:08:53,0.02,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2011-06-03,25.1,13.1,19.1,25.1,13.1,19.1,11.3,62.9,0,0,0,,0,0,,25.2,51.3,1030.7,25,31.4,348.5,30.1,9,,2011-06-03T04:47:53,2011-06-03T21:09:55,0.06,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2011-06-04,26.6,13.3,19.1,26.6,13.3,19.1,11.7,64.7,0,0,0,,0,0,,26.5,33.5,1021.7,47.3,34.5,315.3,27.1,8,,2011-06-04T04:47:11,2011-06-04T21:10:55,0.09,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2011-06-05,19.3,12,15,19.3,12,15,11,78,5.09,100,4.17,rain,0,0,,24.3,30.6,1011.9,76.3,20,179.8,15.6,6,,2011-06-05T04:46:32,2011-06-05T21:11:53,0.13,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2011-06-06,15.1,10.3,12.3,15.1,10.3,12.3,9.3,82.7,17.264,100,12.5,rain,0,0,,13.9,341.2,1006.2,77.6,16,166.4,14.2,7,,2011-06-06T04:45:56,2011-06-06T21:12:48,0.16,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2011-06-07,18.1,10.8,14.7,18.1,10.8,14.7,7.6,64.5,0,0,0,,0,0,,26.4,215.3,1004.1,43.1,28.3,334.1,29,9,,2011-06-07T04:45:24,2011-06-07T21:13:41,0.2,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2011-06-08,17.8,9.8,13.5,17.8,8.4,13.5,8.1,70.7,2.292,100,12.5,rain,0,0,,26.6,222.4,1005.9,41.6,28.8,331.8,28.8,8,,2011-06-08T04:44:54,2011-06-08T21:14:32,0.24,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2011-06-09,16.6,9.6,13.5,16.6,7.9,13.4,7.2,66.7,0.003,100,12.5,rain,0,0,,19.4,229.8,1012.9,58.4,37.4,309,26.6,8,,2011-06-09T04:44:27,2011-06-09T21:15:20,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2011-06-10,14.6,8.6,11.7,14.6,8,11.6,6.9,73.4,4.084,100,12.5,rain,0,0,,13.6,230.1,1014.5,50.1,34.7,175,15,4,,2011-06-10T04:44:03,2011-06-10T21:16:06,0.31,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2011-06-11,18.6,8.3,12.7,18.6,6.8,12.4,6.4,69.6,1.999,100,4.17,rain,0,0,,20.1,263.1,1016.2,46.8,33.9,296.1,25.7,8,,2011-06-11T04:43:42,2011-06-11T21:16:49,0.34,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2011-06-12,14.5,8.3,11.7,14.5,7.9,11.6,9.4,85.7,6.105,100,12.5,rain,0,0,,26.4,169.6,1014.3,81.7,20.4,98.5,8.4,4,,2011-06-12T04:43:25,2011-06-12T21:17:29,0.38,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2011-06-13,21.8,14.8,17.5,21.8,14.8,17.5,12.7,75.2,0.81,100,4.17,rain,0,0,,24.1,235,1011,80.5,34.4,242.5,20.9,6,,2011-06-13T04:43:10,2011-06-13T21:18:06,0.41,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2011-06-14,23.1,9.8,16.9,23.1,9.8,16.9,9.2,63.5,0,0,0,,0,0,,17.1,196.3,1018.3,76.5,35.7,353.5,30.5,9,,2011-06-14T04:42:59,2011-06-14T21:18:41,0.45,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2011-06-15,19.6,14.6,17,19.6,14.6,17,12.8,77,0.001,100,4.17,rain,0,0,,23.8,208.7,1014.9,75.9,29.8,219.3,18.9,7,,2011-06-15T04:42:50,2011-06-15T21:19:13,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2011-06-16,17.1,10.6,14.2,17.1,10.6,14.2,10.8,81,12.961,100,16.67,rain,0,0,57.6,28.8,236.9,1011,63.3,22.9,228.7,19.8,8,,2011-06-16T04:42:45,2011-06-16T21:19:42,0.52,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2011-06-17,15,10.1,12.6,15,10.1,12.6,10.7,88.4,1.538,100,12.5,rain,0,0,,20.1,165.3,1006.3,54.7,17.4,132.1,11.3,4,,2011-06-17T04:42:42,2011-06-17T21:20:08,0.55,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2011-06-18,17.3,11.3,13.9,17.3,11.3,13.9,10.2,79.1,13.162,100,12.5,rain,0,0,68.4,32.1,246.4,1001.3,56,29.1,257.6,22.4,7,,2011-06-18T04:42:43,2011-06-18T21:20:31,0.58,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2011-06-19,18.1,11.5,15.1,18.1,11.5,15.1,9.1,68.6,0.001,100,4.17,rain,0,0,,25.9,257.6,1010.8,45.5,36.5,303.8,26.3,8,,2011-06-19T04:42:47,2011-06-19T21:20:52,0.62,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2011-06-20,19.8,10,15.2,19.8,10,15.2,11.1,78.1,2,100,4.17,rain,0,0,,17.1,181.4,1011.8,68.3,25,183.6,16.1,6,,2011-06-20T04:42:54,2011-06-20T21:21:09,0.65,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2011-06-21,21.6,14.3,17.2,21.6,14.3,17.2,11.8,72.1,1.001,100,4.17,rain,0,0,44.6,32.4,222,1010.2,51.6,26.7,270.6,23.4,9,,2011-06-21T04:43:03,2011-06-21T21:21:23,0.68,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2011-06-22,17.5,12.3,15,17.5,12.3,15,11.4,79.4,3.031,100,12.5,rain,0,0,,27.7,220.5,1009.2,49.8,27.1,278,24.2,8,,2011-06-22T04:43:16,2011-06-22T21:21:34,0.71,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2011-06-23,18.8,11.5,15.3,18.8,11.5,15.3,8.9,67.5,0.004,100,4.17,rain,0,0,50,28,261.3,1015.1,43.5,35,297.6,25.6,8,,2011-06-23T04:43:32,2011-06-23T21:21:42,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2011-06-24,19.6,10.1,14.9,19.6,10.1,14.9,8.6,68.3,0.301,100,4.17,rain,0,0,,23.1,253.6,1022.3,56,34.9,241.9,21.1,7,,2011-06-24T04:43:51,2011-06-24T21:21:47,0.78,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2011-06-25,23.8,11.6,17.5,23.8,11.6,17.5,14.2,82,6.078,100,8.33,rain,0,0,,26.1,237.8,1021.2,65.5,26,276.2,23.8,7,,2011-06-25T04:44:12,2011-06-25T21:21:49,0.81,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2011-06-26,29.1,15.8,21.9,29.4,15.8,22,15.3,69.1,0,0,0,,0,0,,15.7,186.3,1021.1,46.4,30.8,343.3,29.8,9,,2011-06-26T04:44:37,2011-06-26T21:21:48,0.84,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2011-06-27,31.8,19.3,25.2,31.1,19.3,25.3,16.6,61.8,0,0,0,,0,0,,20.5,172.1,1013.7,50.5,30.5,270.5,23.5,8,,2011-06-27T04:45:04,2011-06-27T21:21:43,0.87,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2011-06-28,21.3,16.3,19.1,21.3,16.3,19.1,15.8,81.3,4.124,100,12.5,rain,0,0,,17.1,337.9,1014.9,75.4,13.9,166,14.4,5,,2011-06-28T04:45:35,2011-06-28T21:21:36,0.91,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2011-06-29,20.8,11.5,16.9,20.8,11.5,16.9,6.9,52.6,0.001,100,4.17,rain,0,0,,18.4,292.9,1021.9,35.9,41.9,318.5,27.7,9,,2011-06-29T04:46:08,2011-06-29T21:21:25,0.94,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2011-06-30,19.6,10.3,15.8,19.6,10.3,15.8,7.5,59.2,0,0,0,,0,0,,14.7,294.6,1025.2,39.8,40.7,308.8,26.7,9,,2011-06-30T04:46:43,2011-06-30T21:21:11,0.97,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2011-07-01,20.3,12.1,16.5,20.3,12.1,16.5,6.3,52.4,0,0,0,,0,0,,14.9,329.6,1025.8,50.5,38.5,353.7,30.6,9,,2011-07-01T04:47:22,2011-07-01T21:20:55,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2011-07-02,20.6,13.6,17.5,20.6,13.6,17.5,9.1,59,0,0,0,,0,0,,14.5,133.4,1020.2,51,31.1,299.2,25.7,8,,2011-07-02T04:48:03,2011-07-02T21:20:35,0.04,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2011-07-03,23.1,11.3,18.2,23.1,11.3,18.2,9.1,56.9,0,0,0,,0,0,,10.6,287.8,1017.7,49.6,33.3,305.3,26.5,8,,2011-07-03T04:48:46,2011-07-03T21:20:12,0.08,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2011-07-04,25,14.5,20,25,14.5,20,9.3,51.2,0,0,0,,0,0,,12.6,150,1017,80.7,30.5,345,29.8,9,,2011-07-04T04:49:32,2011-07-04T21:19:45,0.11,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2011-07-05,26.3,13.3,18.6,26.3,13.3,18.6,11.2,64.9,0.006,100,4.17,rain,0,0,,21.6,184.7,1012.1,66.9,22.7,278.2,24,9,,2011-07-05T04:50:21,2011-07-05T21:19:16,0.15,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2011-07-06,20.5,13.5,16.4,20.5,13.5,16.4,10.6,70.9,4.595,100,12.5,rain,0,0,50,33.6,214.7,1005.5,58.9,26.3,317.6,27.6,8,,2011-07-06T04:51:12,2011-07-06T21:18:44,0.18,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2011-07-07,19.6,13.9,15.8,19.6,13.9,15.8,12.1,78.9,0.855,100,12.5,rain,0,0,,24.6,191.5,1003.6,59.2,30.5,257.5,22.1,8,,2011-07-07T04:52:05,2011-07-07T21:18:09,0.22,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2011-07-08,18.1,13.6,15.6,18.1,13.6,15.6,12,79.8,9.884,100,16.67,rain,0,0,,33.4,200.8,1004.6,60.2,25.6,257.2,22.3,7,,2011-07-08T04:53:00,2011-07-08T21:17:31,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2011-07-09,20.8,13.6,17,20.8,13.6,17,11.8,72.5,0.003,100,4.17,rain,0,0,,24.1,223.6,1011.3,53.5,23.4,327.2,28.1,9,,2011-07-09T04:53:58,2011-07-09T21:16:50,0.29,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2011-07-10,21.6,13.1,17.3,21.6,13.1,17.3,12,72.2,0,0,0,,0,0,,14.6,224.7,1017.6,62.5,20.8,269.3,23.1,8,,2011-07-10T04:54:58,2011-07-10T21:16:06,0.33,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2011-07-11,23.1,12.8,18.8,23.1,12.8,18.8,11.3,64.6,0,0,0,,0,0,,13.2,357.9,1019.6,46,26,269.5,23.2,8,,2011-07-11T04:56:00,2011-07-11T21:15:19,0.36,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2011-07-12,19.3,14.5,17.4,19.3,14.5,17.4,11.9,70.4,0,0,0,,0,0,,22.7,34,1017.8,61.3,27.8,147.4,12.9,6,,2011-07-12T04:57:03,2011-07-12T21:14:30,0.4,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03672099999,03781099999,remote,03772099999,03770099999"
"London,UK",2011-07-13,17.6,13.5,15.4,17.6,13.5,15.4,8.3,63.3,0,0,0,,0,0,,20.7,5.3,1019.1,63.3,34.5,214.6,18.4,6,,2011-07-13T04:58:09,2011-07-13T21:13:37,0.43,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2011-07-14,23.5,12.8,17.6,23.5,12.8,17.6,7.8,54.2,0,0,0,,0,0,,19.3,311.5,1018.8,68.6,35.1,194.9,16.8,6,,2011-07-14T04:59:17,2011-07-14T21:12:42,0.47,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03672099999,03781099999,03772099999,03770099999"
