Revenue,InvoiceDate
0.0,2011-07-01 15:56:00.000000000
0.0,2011-07-01 15:56:00.000000000
215.75,2011-07-01 17:23:00.000000000
318.90999999999997,2011-07-03 10:11:00.000000000
115.75,2011-07-03 10:23:00.000000000
155.34,2011-07-03 10:28:00.000000000
450.81,2011-07-03 10:47:00.000000000
462.19,2011-07-03 11:26:00.000000000
272.26,2011-07-03 11:40:00.000000000
406.65999999999997,2011-07-03 12:10:00.000000000
154.25,2011-07-03 12:21:00.000000000
294.3,2011-07-03 12:21:00.000000000
223.92000000000002,2011-07-03 12:22:00.000000000
99.14,2011-07-03 12:27:00.000000000
247.52,2011-07-03 12:36:00.000000000
247.25,2011-07-03 12:38:00.000000000
175.65,2011-07-03 12:52:00.000000000
406.18,2011-07-03 13:04:59.999999744
209.51999999999998,2011-07-03 13:08:00.000000000
145.8,2011-07-03 13:12:00.000000000
306.33000000000004,2011-07-03 13:24:00.000000000
384.8,2011-07-03 13:27:00.000000000
95.15,2011-07-03 13:33:00.000000000
155.8,2011-07-03 14:58:00.000000000
115.55,2011-07-03 15:19:00.000000000
346.38,2011-07-03 15:53:00.000000000
156.91,2011-07-03 16:00:00.000000000
86.02,2011-07-03 16:00:00.000000000
2403.3199999999997,2011-07-04 10:17:00.000000000
7786.0,2011-07-04 10:20:00.000000000
5496.0,2011-07-04 10:20:00.000000000
5078.83,2011-07-04 10:23:00.000000000
471.22,2011-07-04 10:27:00.000000000
100.8,2011-07-04 10:42:00.000000000
188.74,2011-07-04 11:10:00.000000000
506.83,2011-07-04 11:10:00.000000000
841.5799999999999,2011-07-04 11:11:00.000000000
198.8,2011-07-04 11:11:00.000000000
750.9,2011-07-04 11:35:00.000000000
226.93,2011-07-04 11:47:00.000000000
206.07,2011-07-04 11:58:00.000000000
460.65999999999997,2011-07-04 11:58:00.000000000
249.03,2011-07-04 12:18:00.000000000
1067.8799999999999,2011-07-04 12:19:00.000000000
1561.0900000000001,2011-07-04 12:25:00.000000000
276.82,2011-07-04 12:28:00.000000000
109.33,2011-07-04 12:41:00.000000000
375.22,2011-07-04 12:47:00.000000000
20.95,2011-07-04 12:49:00.000000000
1128.6,2011-07-04 12:58:00.000000000
289.96000000000004,2011-07-04 13:19:00.000000000
457.3,2011-07-04 13:28:00.000000000
90.42999999999999,2011-07-04 13:29:00.000000000
153.13,2011-07-04 13:35:00.000000000
360.82,2011-07-04 13:36:00.000000000
249.05,2011-07-04 13:50:00.000000000
126.62,2011-07-04 13:53:00.000000000
369.56,2011-07-04 14:07:00.000000000
70.8,2011-07-04 14:08:00.000000000
227.95000000000002,2011-07-04 15:10:00.000000000
49.5,2011-07-04 15:13:00.000000000
488.55,2011-07-04 15:25:59.999999744
659.08,2011-07-04 15:29:00.000000000
0.0,2011-07-04 15:32:00.000000000
0.0,2011-07-04 15:34:00.000000000
70.80000000000001,2011-07-04 15:38:00.000000000
298.74,2011-07-04 15:46:00.000000000
62.6,2011-07-04 15:49:00.000000000
101.10000000000001,2011-07-04 15:50:00.000000000
21.45,2011-07-04 15:55:00.000000000
107.7,2011-07-04 16:06:00.000000000
770.07,2011-07-04 16:08:00.000000000
2479.2,2011-07-04 16:18:00.000000000
433.21999999999997,2011-07-04 16:35:00.000000000
487.02,2011-07-05 09:06:00.000000000
789.6600000000001,2011-07-05 09:10:00.000000000
1141.2,2011-07-05 09:16:00.000000000
321.46,2011-07-05 09:23:00.000000000
31.25,2011-07-05 09:31:00.000000000
0.0,2011-07-05 09:32:00.000000000
0.0,2011-07-05 09:32:00.000000000
0.0,2011-07-05 09:33:00.000000000
663.18,2011-07-05 09:33:00.000000000
838.8000000000001,2011-07-05 09:34:00.000000000
107.60000000000001,2011-07-05 09:53:00.000000000
455.45000000000005,2011-07-05 09:56:00.000000000
104.34,2011-07-05 09:57:00.000000000
20.8,2011-07-05 09:57:00.000000000
157.4,2011-07-05 10:06:00.000000000
97.0,2011-07-05 10:06:00.000000000
318.03,2011-07-05 10:07:00.000000000
17.4,2011-07-05 10:08:00.000000000
440.71,2011-07-05 10:21:00.000000000
324.17,2011-07-05 10:23:00.000000000
289.95,2011-07-05 10:39:00.000000000
351.14,2011-07-05 10:54:00.000000000
1088.5,2011-07-05 10:57:00.000000000
449.81,2011-07-05 10:58:00.000000000
129.64000000000001,2011-07-05 11:10:00.000000000
51.36,2011-07-05 11:30:00.000000000
123.73,2011-07-05 11:32:00.000000000
351.69,2011-07-05 11:36:00.000000000
504.98,2011-07-05 11:49:00.000000000
349.54,2011-07-05 11:58:00.000000000
311.82,2011-07-05 12:03:00.000000000
137.98000000000002,2011-07-05 12:11:00.000000000
221.52,2011-07-05 12:15:00.000000000
235.63,2011-07-05 12:15:00.000000000
300.8,2011-07-05 12:17:00.000000000
72.0,2011-07-05 12:18:00.000000000
302.18,2011-07-05 12:39:00.000000000
307.6,2011-07-05 12:41:00.000000000
689.58,2011-07-05 12:47:00.000000000
694.57,2011-07-05 12:50:00.000000000
467.7,2011-07-05 12:52:00.000000000
305.5,2011-07-05 12:52:59.999999744
396.9,2011-07-05 12:53:00.000000000
672.9,2011-07-05 13:01:00.000000000
455.16999999999996,2011-07-05 13:06:00.000000000
160.42000000000002,2011-07-05 13:07:00.000000000
18.740000000000002,2011-07-05 13:15:00.000000000
532.94,2011-07-05 13:16:00.000000000
737.04,2011-07-05 13:19:00.000000000
210.10000000000002,2011-07-05 13:38:00.000000000
214.79999999999998,2011-07-05 13:56:00.000000000
75.0,2011-07-05 14:20:00.000000000
642.02,2011-07-05 14:24:00.000000000
330.6,2011-07-05 14:27:00.000000000
19.919999999999998,2011-07-05 14:42:00.000000000
2156.44,2011-07-05 14:53:00.000000000
369.85,2011-07-05 14:56:00.000000000
139.68,2011-07-05 15:12:00.000000000
0.0,2011-07-05 15:29:00.000000000
3643.81,2011-07-05 15:31:00.000000000
466.25,2011-07-05 15:32:00.000000000
146.13,2011-07-05 15:33:00.000000000
117.84,2011-07-05 15:33:00.000000000
281.74,2011-07-05 15:34:00.000000000
580.94,2011-07-05 15:35:00.000000000
426.2,2011-07-05 15:37:00.000000000
178.74,2011-07-05 15:40:00.000000000
54.9,2011-07-05 15:41:00.000000000
1278.1,2011-07-05 15:44:00.000000000
768.0,2011-07-05 15:48:00.000000000
600.72,2011-07-05 16:08:00.000000000
1477.98,2011-07-05 16:47:00.000000000
4178.58,2011-07-05 16:53:00.000000000
3872.9,2011-07-05 17:09:00.000000000
356.99,2011-07-06 09:15:00.000000000
561.34,2011-07-06 09:46:00.000000000
302.20000000000005,2011-07-06 10:00:00.000000000
197.24,2011-07-06 10:04:00.000000000
553.92,2011-07-06 10:09:00.000000000
173.86,2011-07-06 10:10:00.000000000
318.66,2011-07-06 10:15:00.000000000
197.87,2011-07-06 10:41:00.000000000
110.55,2011-07-06 10:41:00.000000000
224.84,2011-07-06 10:47:00.000000000
197.22,2011-07-06 10:48:00.000000000
431.57,2011-07-06 10:49:00.000000000
647.9200000000001,2011-07-06 10:52:00.000000000
109.0,2011-07-06 10:59:00.000000000
605.76,2011-07-06 11:02:00.000000000
148.95,2011-07-06 11:10:00.000000000
127.53,2011-07-06 11:22:00.000000000
223.68,2011-07-06 11:42:00.000000000
215.85,2011-07-06 11:52:00.000000000
594.0,2011-07-06 11:52:00.000000000
61.8,2011-07-06 11:54:00.000000000
215.25,2011-07-06 11:59:00.000000000
85.0,2011-07-06 12:08:00.000000000
380.45,2011-07-06 12:18:00.000000000
308.18,2011-07-06 12:18:00.000000000
521.34,2011-07-06 12:22:00.000000000
253.26000000000002,2011-07-06 12:26:00.000000000
366.6,2011-07-06 12:31:00.000000000
437.38,2011-07-06 12:32:00.000000000
14.5,2011-07-06 12:33:00.000000000
301.9,2011-07-06 12:33:00.000000000
193.29,2011-07-06 12:39:00.000000000
167.5,2011-07-06 12:50:00.000000000
412.2,2011-07-06 12:56:00.000000000
202.1,2011-07-06 13:04:00.000000000
255.95,2011-07-06 13:06:00.000000000
704.01,2011-07-06 13:13:00.000000000
5.2,2011-07-06 13:25:00.000000000
215.74,2011-07-06 13:35:00.000000000
477.9,2011-07-06 13:41:00.000000000
683.91,2011-07-06 13:56:00.000000000
381.17,2011-07-06 14:01:00.000000000
67.79,2011-07-06 14:04:00.000000000
312.75,2011-07-06 14:17:00.000000000
615.3000000000001,2011-07-06 14:18:00.000000000
0.0,2011-07-06 14:32:00.000000000
224.79,2011-07-06 14:59:00.000000000
473.7,2011-07-06 15:02:00.000000000
76.95,2011-07-06 15:02:00.000000000
321.14,2011-07-06 15:10:00.000000000
108.4,2011-07-06 15:15:00.000000000
221.0,2011-07-06 15:49:00.000000000
79.62,2011-07-06 15:50:00.000000000
307.03,2011-07-06 15:53:00.000000000
345.65,2011-07-06 16:03:00.000000000
235.82,2011-07-06 16:15:00.000000256
7.35,2011-07-06 16:15:00.000000000
1618.34,2011-07-06 16:29:00.000000000
1799.93,2011-07-06 16:33:00.000000000
587.46,2011-07-06 16:39:00.000000000
39.239999999999995,2011-07-06 16:40:00.000000000
1.44,2011-07-06 16:53:00.000000000
532.21,2011-07-06 16:54:00.000000000
145.96,2011-07-06 17:05:00.000000000
311.46,2011-07-06 17:25:00.000000000
179.35,2011-07-06 17:31:00.000000000
377.61,2011-07-07 08:21:00.000000000
65.4,2011-07-07 08:22:00.000000000
503.8,2011-07-07 10:04:00.000000000
19.799999999999997,2011-07-07 10:20:00.000000000
382.36,2011-07-07 10:28:00.000000000
361.11,2011-07-07 10:36:00.000000000
95.75,2011-07-07 10:39:00.000000000
781.03,2011-07-07 10:40:00.000000000
830.0000000000001,2011-07-07 10:43:00.000000000
909.24,2011-07-07 11:02:00.000000000
246.36,2011-07-07 11:10:00.000000000
128.16,2011-07-07 11:12:00.000000000
372.0,2011-07-07 11:36:00.000000000
300.03,2011-07-07 11:56:00.000000000
768.0,2011-07-07 12:04:00.000000000
819.0,2011-07-07 12:10:00.000000000
433.25,2011-07-07 12:22:00.000000000
28.880000000000003,2011-07-07 12:29:00.000000000
0.0,2011-07-07 12:35:00.000000000
428.49,2011-07-07 12:36:00.000000000
229.14000000000001,2011-07-07 12:39:00.000000256
336.8,2011-07-07 12:41:00.000000000
117.8,2011-07-07 12:47:00.000000000
27.84,2011-07-07 12:51:00.000000000
142.1,2011-07-07 12:56:00.000000000
171.45000000000002,2011-07-07 13:02:00.000000000
370.15,2011-07-07 13:02:00.000000000
306.42,2011-07-07 13:05:00.000000000
944.1600000000001,2011-07-07 13:33:00.000000000
1837.92,2011-07-07 13:35:00.000000000
97.5,2011-07-07 13:43:00.000000000
225.20000000000002,2011-07-07 13:44:00.000000000
0.0,2011-07-07 13:51:00.000000000
430.00000000000006,2011-07-07 13:52:00.000000000
285.83,2011-07-07 14:03:00.000000000
177.21,2011-07-07 14:08:00.000000000
10.08,2011-07-07 14:11:00.000000000
134.86,2011-07-07 14:18:00.000000000
422.72,2011-07-07 14:30:00.000000000
2609.0,2011-07-07 14:46:00.000000000
203.6,2011-07-07 14:55:00.000000000
158.39999999999998,2011-07-07 14:56:00.000000000
219.78,2011-07-07 15:06:00.000000000
208.89,2011-07-07 15:16:00.000000000
203.46,2011-07-07 15:21:00.000000000
275.76,2011-07-07 15:31:00.000000000
205.1,2011-07-07 15:41:00.000000000
400.1,2011-07-07 15:44:00.000000000
349.92,2011-07-07 15:45:00.000000000
130.2,2011-07-07 15:46:00.000000000
23.04,2011-07-07 15:47:00.000000000
0.0,2011-07-07 15:57:00.000000000
113.96000000000001,2011-07-07 16:17:00.000000000
2184.93,2011-07-07 16:27:00.000000000
2339.28,2011-07-07 16:30:00.000000000
90.6,2011-07-07 16:49:00.000000000
308.58000000000004,2011-07-07 16:51:00.000000000
443.2,2011-07-07 16:56:00.000000000
611.22,2011-07-07 16:59:00.000000000
4.25,2011-07-07 17:01:00.000000000
202.16,2011-07-07 17:19:00.000000256
292.82,2011-07-07 17:33:00.000000000
346.38,2011-07-07 17:35:00.000000000
126.44999999999999,2011-07-07 17:47:00.000000000
63.75,2011-07-07 17:56:00.000000000
365.05,2011-07-07 18:02:00.000000000
112.71,2011-07-07 18:14:00.000000000
869.9,2011-07-07 18:29:00.000000000
2215.25,2011-07-07 18:56:00.000000000
180.39,2011-07-07 19:14:00.000000000
109.9,2011-07-07 19:18:00.000000000
114.54,2011-07-07 19:54:00.000000000
253.69999999999996,2011-07-07 20:07:00.000000000
157.81,2011-07-08 08:45:00.000000000
761.9200000000001,2011-07-08 08:48:00.000000000
0.0,2011-07-08 08:53:00.000000000
413.96,2011-07-08 09:03:00.000000000
303.14,2011-07-08 09:38:00.000000000
225.95,2011-07-08 09:38:00.000000000
326.77,2011-07-08 10:00:00.000000000
185.51,2011-07-08 10:00:59.999999744
218.27,2011-07-08 10:20:00.000000000
0.0,2011-07-08 10:36:00.000000000
0.0,2011-07-08 10:37:00.000000000
0.0,2011-07-08 10:37:00.000000000
0.0,2011-07-08 10:38:00.000000000
0.0,2011-07-08 10:39:00.000000000
0.0,2011-07-08 10:40:00.000000000
0.0,2011-07-08 10:42:00.000000000
0.0,2011-07-08 10:46:00.000000000
0.0,2011-07-08 10:48:00.000000000
185.81,2011-07-08 10:49:00.000000000
0.0,2011-07-08 10:49:00.000000000
0.0,2011-07-08 10:50:00.000000000
0.0,2011-07-08 10:51:00.000000000
0.0,2011-07-08 10:52:00.000000000
438.0,2011-07-08 11:41:00.000000000
225.72,2011-07-08 11:52:00.000000000
0.0,2011-07-08 12:06:00.000000000
649.85,2011-07-08 12:14:00.000000000
110.49,2011-07-08 12:18:00.000000000
251.9,2011-07-08 12:34:00.000000000
17.4,2011-07-08 12:35:00.000000000
765.4200000000001,2011-07-08 12:50:00.000000000
104.95,2011-07-08 12:50:00.000000000
454.28,2011-07-08 12:53:00.000000000
300.86,2011-07-08 13:00:00.000000000
314.85,2011-07-08 13:12:00.000000000
28.35,2011-07-08 13:23:00.000000000
419.91,2011-07-08 13:26:00.000000000
3609.8,2011-07-08 13:26:00.000000000
82.04,2011-07-08 13:31:00.000000000
252.37,2011-07-08 13:37:00.000000000
238.9,2011-07-08 13:39:00.000000000
9.2,2011-07-08 13:39:00.000000000
305.75,2011-07-08 13:44:00.000000000
741.5999999999999,2011-07-08 13:52:00.000000000
252.82999999999998,2011-07-08 13:52:00.000000000
15.75,2011-07-08 13:53:00.000000000
646.04,2011-07-08 13:53:00.000000000
267.79,2011-07-08 13:53:00.000000000
569.11,2011-07-08 13:53:00.000000000
279.2,2011-07-08 13:54:00.000000000
55.28,2011-07-08 13:54:00.000000000
544.3199999999999,2011-07-08 13:54:00.000000000
2295.74,2011-07-08 14:22:00.000000256
29.6,2011-07-08 14:45:00.000000000
0.0,2011-07-08 15:06:00.000000000
35.33,2011-07-08 15:16:00.000000000
535.85,2011-07-08 15:16:00.000000000
2382.68,2011-07-08 15:17:00.000000000
98.06,2011-07-08 15:21:59.999999744
103.97,2011-07-08 15:23:00.000000000
31.74,2011-07-08 15:25:00.000000000
727.32,2011-07-08 15:29:00.000000000
2.37,2011-07-08 15:31:00.000000000
329.46000000000004,2011-07-08 15:54:00.000000000
243.22,2011-07-08 15:56:00.000000000
214.79,2011-07-08 15:57:00.000000000
136.32,2011-07-08 15:58:00.000000000
282.12,2011-07-08 16:08:00.000000000
82.64,2011-07-08 16:11:00.000000000
367.33,2011-07-08 16:11:00.000000000
870.0,2011-07-08 16:17:00.000000000
9.9,2011-07-08 16:26:00.000000000
5.95,2011-07-08 16:56:00.000000000
117.86,2011-07-08 17:19:00.000000000
45.0,2011-07-10 10:14:00.000000000
391.52,2011-07-10 10:30:00.000000000
115.72,2011-07-10 11:19:00.000000000
149.02,2011-07-10 11:24:00.000000000
455.95,2011-07-10 11:34:00.000000000
430.05,2011-07-10 12:03:00.000000000
13.01,2011-07-10 12:07:00.000000000
244.12,2011-07-10 12:16:00.000000000
198.56,2011-07-10 12:17:00.000000000
115.44999999999999,2011-07-10 12:23:00.000000000
269.49,2011-07-10 12:25:00.000000000
337.58,2011-07-10 12:28:00.000000000
52.199999999999996,2011-07-10 12:40:00.000000000
412.62,2011-07-10 13:32:00.000000000
38.98,2011-07-10 13:46:00.000000000
37.88,2011-07-10 13:52:00.000000000
288.42,2011-07-10 14:42:00.000000000
909.6,2011-07-10 14:49:00.000000000
381.37,2011-07-10 15:12:00.000000000
297.65,2011-07-10 15:17:00.000000000
280.7,2011-07-10 15:25:00.000000000
150.75,2011-07-10 15:38:00.000000000
111.23,2011-07-10 16:18:00.000000000
267.0,2011-07-10 16:29:00.000000000
322.15,2011-07-11 09:23:00.000000000
1778.5,2011-07-11 10:12:00.000000000
232.6,2011-07-11 10:14:00.000000000
34.68,2011-07-11 10:24:00.000000000
0.0,2011-07-11 11:26:00.000000000
0.0,2011-07-11 11:27:00.000000000
0.0,2011-07-11 11:27:00.000000000
346.76,2011-07-11 11:33:00.000000000
114.11,2011-07-11 11:38:00.000000000
126.6,2011-07-11 11:51:00.000000000
216.71,2011-07-11 11:57:59.999999744
47.550000000000004,2011-07-11 12:01:00.000000000
1236.48,2011-07-11 12:15:00.000000000
251.68,2011-07-11 12:17:00.000000000
457.26,2011-07-11 12:23:00.000000256
533.0200000000001,2011-07-11 12:30:00.000000000
365.02,2011-07-11 12:31:00.000000000
327.2,2011-07-11 12:47:00.000000000
165.07,2011-07-11 12:49:00.000000000
865.62,2011-07-11 12:54:00.000000000
0.0,2011-07-11 12:57:00.000000000
178.38000000000002,2011-07-11 12:57:00.000000000
21.96,2011-07-11 13:05:00.000000000
30.0,2011-07-11 13:06:00.000000000
1080.65,2011-07-11 13:19:00.000000000
213.70000000000002,2011-07-11 13:22:00.000000000
299.7,2011-07-11 13:32:00.000000000
301.26,2011-07-11 13:40:00.000000000
307.97,2011-07-11 13:47:00.000000000
114.95,2011-07-11 13:55:00.000000000
550.4,2011-07-11 14:04:00.000000000
1212.26,2011-07-11 14:10:00.000000000
351.7,2011-07-11 14:16:00.000000000
1180.12,2011-07-11 14:40:00.000000000
15.0,2011-07-11 14:40:00.000000000
214.25,2011-07-11 14:43:00.000000000
793.88,2011-07-11 14:46:00.000000000
32.95,2011-07-11 14:55:00.000000000
373.40000000000003,2011-07-11 15:05:00.000000000
141.98,2011-07-11 15:26:00.000000000
168.95,2011-07-11 15:28:00.000000000
5.8,2011-07-11 15:32:00.000000000
66.75,2011-07-11 15:46:00.000000000
850.46,2011-07-11 15:52:00.000000000
795.5600000000001,2011-07-11 15:52:00.000000000
28.009999999999998,2011-07-11 15:52:00.000000000
2421.13,2011-07-11 16:21:00.000000000
9.100000000000001,2011-07-11 16:40:00.000000000
156.85,2011-07-11 16:59:00.000000000
72.38,2011-07-11 17:03:00.000000000
631.65,2011-07-11 17:07:00.000000000
1752.06,2011-07-12 09:04:00.000000000
1305.6,2011-07-12 09:10:00.000000000
696.72,2011-07-12 09:10:00.000000000
857.7,2011-07-12 09:11:00.000000000
347.29,2011-07-12 10:02:00.000000000
116.55000000000001,2011-07-12 10:05:00.000000000
884.4,2011-07-12 10:21:00.000000000
204.35,2011-07-12 10:46:00.000000000
304.5,2011-07-12 10:47:00.000000000
309.07,2011-07-12 10:54:00.000000000
113.07,2011-07-12 11:15:00.000000000
365.28,2011-07-12 11:16:00.000000000
207.41,2011-07-12 11:28:00.000000000
197.52000000000004,2011-07-12 11:35:00.000000000
119.19,2011-07-12 11:37:00.000000000
302.04,2011-07-12 12:02:00.000000000
834.52,2011-07-12 12:07:00.000000000
326.4,2011-07-12 12:19:00.000000000
527.3,2011-07-12 12:24:00.000000000
0.0,2011-07-12 12:31:00.000000000
24.380000000000003,2011-07-12 12:43:00.000000000
446.08,2011-07-12 13:16:00.000000000
35.0,2011-07-12 13:26:00.000000000
1722.05,2011-07-12 13:29:59.999999744
88.37,2011-07-12 13:46:00.000000000
239.63,2011-07-12 13:46:00.000000000
348.56,2011-07-12 13:45:59.999999744
666.8199999999999,2011-07-12 13:48:00.000000000
393.31,2011-07-12 14:17:00.000000000
3.95,2011-07-12 14:24:00.000000000
490.11,2011-07-12 14:26:00.000000000
501.37,2011-07-12 14:48:00.000000000
235.71,2011-07-12 14:57:00.000000000
243.64999999999998,2011-07-12 15:15:00.000000000
305.1,2011-07-12 15:22:00.000000000
377.74,2011-07-12 15:29:00.000000000
753.66,2011-07-12 15:42:00.000000000
370.16,2011-07-12 15:49:00.000000000
757.6,2011-07-12 15:56:00.000000000
3405.4,2011-07-12 16:11:00.000000000
1839.58,2011-07-12 16:20:00.000000000
515.3,2011-07-12 16:37:00.000000000
131.45,2011-07-12 17:09:00.000000000
12.75,2011-07-12 17:15:00.000000000
52.8,2011-07-12 17:21:00.000000000
263.38,2011-07-12 17:23:00.000000000
0.0,2011-07-12 17:41:00.000000000
104.05,2011-07-13 08:48:00.000000000
431.8,2011-07-13 09:44:00.000000000
7.9,2011-07-13 09:44:00.000000000
416.90000000000003,2011-07-13 09:58:00.000000000
15.0,2011-07-13 10:08:00.000000000
516.12,2011-07-13 10:08:59.999999744
179.17,2011-07-13 10:27:00.000000000
352.94,2011-07-13 10:32:59.999999744
406.22999999999996,2011-07-13 10:38:00.000000000
1086.8300000000002,2011-07-13 10:39:00.000000000
610.01,2011-07-13 10:43:00.000000000
47.24,2011-07-13 11:00:00.000000000
243.25,2011-07-13 11:08:59.999999744
178.82,2011-07-13 11:17:00.000000000
367.5,2011-07-13 11:19:00.000000000
5.1,2011-07-13 11:20:00.000000000
162.63,2011-07-13 11:33:00.000000000
56.18,2011-07-13 11:34:00.000000000
535.52,2011-07-13 11:34:00.000000000
69.72,2011-07-13 11:35:00.000000000
48.150000000000006,2011-07-13 11:44:00.000000000
163.53,2011-07-13 11:44:00.000000000
311.92,2011-07-13 11:47:00.000000000
608.46,2011-07-13 12:06:00.000000000
419.48,2011-07-13 12:06:00.000000000
317.40000000000003,2011-07-13 12:06:00.000000000
177.85,2011-07-13 12:15:00.000000000
660.01,2011-07-13 12:18:00.000000000
353.08,2011-07-13 12:18:00.000000000
214.2,2011-07-13 12:27:00.000000000
23.25,2011-07-13 12:53:00.000000000
105.78,2011-07-13 13:14:00.000000000
353.09,2011-07-13 13:16:00.000000000
506.16,2011-07-13 13:20:00.000000000
152.81,2011-07-13 13:27:00.000000000
185.85,2011-07-13 13:33:00.000000000
330.92,2011-07-13 14:28:00.000000000
35.599999999999994,2011-07-13 14:29:00.000000000
270.9,2011-07-13 14:39:00.000000000
357.78,2011-07-13 15:04:00.000000000
17.4,2011-07-13 15:05:00.000000000
798.11,2011-07-13 15:12:59.999999744
110.14,2011-07-13 15:18:00.000000000
488.4,2011-07-13 15:29:00.000000000
305.02,2011-07-13 15:42:00.000000000
574.7,2011-07-13 15:50:00.000000000
2387.13,2011-07-13 16:07:00.000000000
23.85,2011-07-13 16:30:00.000000000
316.85,2011-07-13 16:47:00.000000000
39.599999999999994,2011-07-13 16:48:00.000000000
461.08,2011-07-13 17:03:00.000000000
585.62,2011-07-14 09:22:00.000000000
205.95,2011-07-14 09:23:00.000000000
561.9,2011-07-14 09:26:00.000000000
308.2,2011-07-14 09:54:00.000000000
304.92,2011-07-14 09:58:00.000000000
315.12,2011-07-14 10:08:00.000000000
49.92,2011-07-14 10:09:00.000000000
465.35,2011-07-14 10:11:00.000000000
112.81,2011-07-14 10:15:00.000000000
791.7,2011-07-14 10:20:00.000000000
1960.7999999999997,2011-07-14 10:20:00.000000000
1037.1,2011-07-14 10:21:00.000000000
0.0,2011-07-14 10:21:00.000000000
596.7,2011-07-14 10:21:00.000000000
18.0,2011-07-14 10:24:00.000000000
0.0,2011-07-14 10:26:00.000000000
309.4,2011-07-14 10:52:00.000000000
304.09999999999997,2011-07-14 11:20:00.000000000
202.87,2011-07-14 11:28:00.000000000
603.5400000000001,2011-07-14 11:30:00.000000000
164.0,2011-07-14 11:34:00.000000000
203.56,2011-07-14 11:44:59.999999744
219.06,2011-07-14 11:46:00.000000000
98.45,2011-07-14 11:47:00.000000000
185.78,2011-07-14 12:17:00.000000000
521.49,2011-07-14 12:21:00.000000000
87.3,2011-07-14 12:22:00.000000000
139.95,2011-07-14 12:29:00.000000000
188.56,2011-07-14 12:42:00.000000000
285.0,2011-07-14 12:48:00.000000000
287.29,2011-07-14 12:52:00.000000000
244.87,2011-07-14 13:00:00.000000000
140.69,2011-07-14 13:00:00.000000000
119.05,2011-07-14 13:11:00.000000000
2.5,2011-07-14 13:20:00.000000000
300.99,2011-07-14 13:35:00.000000000
2204.36,2011-07-14 13:41:00.000000000
0.0,2011-07-14 14:00:00.000000000
0.0,2011-07-14 14:27:00.000000000
0.0,2011-07-14 14:28:00.000000000
170.45,2011-07-14 14:46:00.000000000
221.73000000000002,2011-07-14 15:01:00.000000000
132.16,2011-07-14 15:02:00.000000000
522.52,2011-07-14 15:03:00.000000000
32.39,2011-07-14 15:07:00.000000000
344.62,2011-07-14 15:22:00.000000000
413.64,2011-07-14 15:30:00.000000000
366.31,2011-07-14 15:44:00.000000000
453.75,2011-07-14 16:12:00.000000000
449.2,2011-07-14 16:12:00.000000000
3279.36,2011-07-14 16:23:00.000000000
299.18,2011-07-14 16:35:00.000000000
326.4,2011-07-14 16:39:00.000000000
135.62,2011-07-14 16:42:00.000000000
82.53,2011-07-14 16:45:00.000000000
1548.83,2011-07-14 16:46:00.000000000
0.0,2011-07-14 17:03:00.000000000
356.84,2011-07-14 17:11:00.000000000
408.21999999999997,2011-07-14 17:13:00.000000000
30.5,2011-07-14 17:14:00.000000000
95.4,2011-07-14 17:20:00.000000000
339.38,2011-07-14 17:40:00.000000000
127.88,2011-07-14 17:44:00.000000000
105.0,2011-07-14 18:08:00.000000000
288.57,2011-07-14 18:28:00.000000000
130.26,2011-07-14 18:44:00.000000000
159.3,2011-07-14 18:56:00.000000000
222.13,2011-07-14 19:23:00.000000000
772.43,2011-07-14 20:01:00.000000000
356.1,2011-07-15 08:09:00.000000000
208.5,2011-07-15 08:59:00.000000000
56.82,2011-07-15 09:00:00.000000000
0.0,2011-07-15 09:51:00.000000000
0.0,2011-07-15 09:52:00.000000000
0.0,2011-07-15 09:52:00.000000000
0.0,2011-07-15 09:52:00.000000000
0.0,2011-07-15 09:53:00.000000000
180.8,2011-07-15 10:05:00.000000000
0.0,2011-07-15 10:09:00.000000000
29.339999999999996,2011-07-15 10:14:00.000000000
418.96,2011-07-15 10:21:00.000000000
971.13,2011-07-15 10:27:00.000000000
9.65,2011-07-15 10:33:00.000000000
119.04,2011-07-15 10:33:00.000000000
136.68,2011-07-15 10:44:00.000000000
709.74,2011-07-15 11:04:00.000000000
10.0,2011-07-15 11:21:00.000000000
185.07,2011-07-15 11:38:00.000000000
118.71,2011-07-15 11:45:00.000000000
254.35,2011-07-15 11:48:00.000000000
105.6,2011-07-15 11:48:00.000000000
52.980000000000004,2011-07-15 11:49:00.000000000
542.4,2011-07-15 11:50:00.000000000
113.06,2011-07-15 11:57:00.000000000
322.2,2011-07-15 12:10:00.000000000
168.20000000000002,2011-07-15 12:33:00.000000000
60.0,2011-07-15 12:45:00.000000000
358.56000000000006,2011-07-15 12:58:00.000000000
30.0,2011-07-15 12:59:00.000000000
329.30000000000007,2011-07-15 13:09:00.000000000
472.81,2011-07-15 13:13:00.000000000
154.20000000000002,2011-07-15 13:17:00.000000000
16.5,2011-07-15 13:55:00.000000000
410.84999999999997,2011-07-15 13:57:00.000000000
1246.32,2011-07-15 14:05:00.000000000
107.39999999999999,2011-07-15 14:20:00.000000000
187.92000000000002,2011-07-15 14:58:00.000000256
0.0,2011-07-15 15:05:00.000000000
0.0,2011-07-15 15:07:00.000000000
0.0,2011-07-15 15:08:00.000000000
0.0,2011-07-15 15:11:00.000000000
0.79,2011-07-15 15:11:00.000000000
0.0,2011-07-15 15:12:00.000000000
